user,text,time,compound analysis,positive analysis,negative analysis,neutral analysis
@nytimes,Why sitting may be bad for your heart https://t.co/CNG78TCzNW,Sun Dec 24 03:20:53 +0000 2017,-0.5423,0.0,0.304,0.696
@nytimes,A photographer’s look behind the shiny facade of Art Basel Miami Beach https://t.co/JEF5u0ag1V,Sun Dec 24 03:01:11 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Homemade marshmallows are a cooking project that sounds totally hard. But they are actually pretty simple to make. https://t.co/HMWwb8ZkIw,Sun Dec 24 02:41:38 +0000 2017,0.3626,0.153,0.081,0.766
@nytimes,He heard that Marilyn Monroe would be in Manhattan filming scenes for her new movie. So he grabbed his camera.… https://t.co/1o2ZyrEXoy,Sun Dec 24 02:25:05 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"The Neediest Cases Fund: ‘I Was Not Going to Accept It’: After Captivity, Blind Syrian Forges Path to U.S. https://t.co/EhW0hmFd9c",Sun Dec 24 02:08:17 +0000 2017,-0.0258,0.112,0.116,0.773
@nytimes,We asked experts what they thought it would take to fix the NYC subway. Here are 6 suggestions.… https://t.co/U34AdMRUEJ,Sun Dec 24 01:54:32 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,How to do things better in 2018 https://t.co/SXDNJPo6ch,Sun Dec 24 01:36:28 +0000 2017,0.4404,0.293,0.0,0.707
@nytimes,Meghan Markle is defiant in her official engagement photo with Prince Harry https://t.co/2VDm31MCb6,Sun Dec 24 01:17:58 +0000 2017,0.2732,0.189,0.119,0.692
@nytimes,"Boy, 6, Killed in Deputy Shooting in Texas Days Before Christmas https://t.co/zistMotBJE",Sun Dec 24 01:00:33 +0000 2017,-0.6705,0.0,0.29,0.71
@nytimes,"The most-read New York Times stories of 2017
https://t.co/0pFSMTLFl5",Sun Dec 24 00:44:44 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,In Search of Lost Time https://t.co/tRTP16QAlj,Sun Dec 24 00:26:08 +0000 2017,-0.3182,0.0,0.315,0.685
@nytimes,"Vice was unable to create “a safe and inclusive workplace” for women, 2 of its founders acknowledge https://t.co/WhMo5oYDyH",Sun Dec 24 00:20:05 +0000 2017,0.6124,0.25,0.0,0.75
@nytimes,"Seizing on immigration as the cause of many social and economic problems, Trump entered office with an agenda of sy… https://t.co/5H9rOXPbw0",Sun Dec 24 00:05:03 +0000 2017,-0.4019,0.0,0.119,0.881
@nytimes,"A Beijing-based company is helping rogue nations like Venezuela crush riots, for a price. Watch our investigation.… https://t.co/wfnViXcrer",Sat Dec 23 23:50:12 +0000 2017,-0.0516,0.218,0.227,0.556
@nytimes,An annual Upshot Christmas tradition: the NFL playoff trees https://t.co/YwcUYDyiqz,Sat Dec 23 23:35:06 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Harvey is 104. Irma is 93. They've been married 75 years. They've only ever seen a hurricane on TV.… https://t.co/z1EpHK0Z88,Sat Dec 23 23:20:02 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"John Skipper held one of the most powerful jobs in sports as the president of ESPN. This week, he suddenly resigned… https://t.co/jTvg2e8bBD",Sat Dec 23 23:05:04 +0000 2017,0.4754,0.128,0.0,0.872
@nytimes,3 Miss America executives resigned amid a scandal over derogatory emails. Nearly 50 former pageant winners had call… https://t.co/vPGhRzxfuh,Sat Dec 23 22:50:03 +0000 2017,-0.34,0.137,0.288,0.575
@nytimes,"The FBI's deputy director, Andrew McCabe, is expected to retire. He has come under repeated criticism from Trump. https://t.co/VFeJQByHe6",Sat Dec 23 22:40:02 +0000 2017,-0.4404,0.0,0.139,0.861
@nytimes,"“These kids are like gladiators. The dominating, the mind games, the winning. It’s all strategic.” 
https://t.co/cmFh80DfiH",Sat Dec 23 22:35:06 +0000 2017,0.5719,0.28,0.104,0.616
@nytimes,"Forget about a bottle of wine as a closing gift. Real estate brokers are giving clients rescue dogs, custom-made do… https://t.co/pIUT66ASc9",Sat Dec 23 22:20:05 +0000 2017,0.7717,0.337,0.075,0.588
@nytimes,Vice Media provided a statement to The New York Times in response to questions about its workplace culture and hara… https://t.co/Oa6sbcfTcZ,Sat Dec 23 22:05:02 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"In the decades since Rubert Murdoch bought his first U.S. newspaper, he has failed to cultivate close ties to an Am… https://t.co/7Rdlz8HP6O",Sat Dec 23 21:50:04 +0000 2017,-0.5106,0.0,0.136,0.864
@nytimes,"As Harvey bore down on Texas, they postponed their wedding. Then they served their wedding meal to displaced reside… https://t.co/33XQgP0G5z",Sat Dec 23 21:35:06 +0000 2017,-0.4215,0.0,0.174,0.826
@nytimes,Introducing the Year in Pictures. To pause and look back is a revelation. https://t.co/BMysN6grRa,Sat Dec 23 21:20:02 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Dozens of interviews detail how Trump’s chaotic approach to reshaping immigration policy has evolved in his first y… https://t.co/bMd0hDzKOE,Sat Dec 23 21:05:06 +0000 2017,-0.4939,0.0,0.151,0.849
@nytimes,"Follow the process of weaving, which has been developed across cultures for thousands of years… https://t.co/gITtcHowUB",Sat Dec 23 20:50:07 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"Opinion: ""At a time when the country is painfully divided, it’s a comfort to cast myself back to the abbey"" https://t.co/QksCeM6lpr",Sat Dec 23 20:35:07 +0000 2017,-0.2263,0.109,0.148,0.742
@nytimes,Vice Media provided this statement to The New York Times in response to questions about its workplace culture… https://t.co/dR9z0ti0AV,Sat Dec 23 20:27:31 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"As word spread within the media world that The Times was reporting on Vice, more than a dozen women and men called… https://t.co/Ms1pCbslDm",Sat Dec 23 20:22:22 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"Vice settled with one woman who claimed that Jason Mojica, the former head of Vice News, retaliated against her aft… https://t.co/wwGyBW9J00",Sat Dec 23 20:18:28 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"Vice reached a $24,000 settlement with a journalist in its London office who claimed that a Vice producer had made… https://t.co/NIUDtLdGgO",Sat Dec 23 20:14:31 +0000 2017,0.1027,0.076,0.0,0.924
@nytimes,Vice reached a deal with freelance writer Jessica Hopper after its magazine changed her story to say that she agree… https://t.co/Rur8uUnkfG,Sat Dec 23 20:10:30 +0000 2017,0.3818,0.167,0.0,0.833
@nytimes,"In 2016 a former employee received a settlement worth $135,000 after claiming she was fired after she rejected an i… https://t.co/WCNJvtgANW",Sat Dec 23 20:06:12 +0000 2017,-0.7184,0.077,0.278,0.645
@nytimes,A New York Times investigation has found 4 settlements involving allegations of sexual harassment or defamation aga… https://t.co/o0ur4LFKmY,Sat Dec 23 20:02:36 +0000 2017,-0.5423,0.0,0.189,0.811
@nytimes,"October: A mobile home park in Santa Rosa, California, devastated by a wildfire. The Year in Pictures:… https://t.co/Qhacx1hpKU",Sat Dec 23 19:55:08 +0000 2017,-0.6124,0.0,0.211,0.789
@nytimes,Russia is using extradition requests to block U.S. trials of accused Russian cybercriminals https://t.co/LvOPSKnP5Q,Sat Dec 23 19:40:03 +0000 2017,-0.6249,0.0,0.298,0.702
@nytimes,The Trump Organization has taken on a distinctly un-Trump-like feel this year https://t.co/vC2nm23p7d,Sat Dec 23 19:25:02 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"They say the wand picks the wizard, but sometimes the wizard’s dad has a role to play https://t.co/jRbBLidgoA https://t.co/p5PYZjZUHk",Sat Dec 23 19:10:11 +0000 2017,0.4767,0.154,0.0,0.846
@nytimes,"As word spread within the media world that The Times was reporting on Vice, dozens of women and men called with sto… https://t.co/znnBryXk49",Sat Dec 23 18:50:04 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Parts of Puerto Rico won’t have power for 8 months. What’s the holdup? https://t.co/qb3G0iozDs https://t.co/ZuIvszrVL4,Sat Dec 23 18:35:07 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Stephen Paddock’s family supports the idea of giving his money to victims. The challenge will be to make sure it’s… https://t.co/dhWbY496a9,Sat Dec 23 18:21:02 +0000 2017,0.6369,0.317,0.086,0.597
@nytimes,Friends say President Trump grew to see immigration as a zero-sum issue: What is good for immigrants is bad for Ame… https://t.co/uMeUHcTPgO,Sat Dec 23 18:05:10 +0000 2017,0.3612,0.218,0.127,0.655
@nytimes,"It seemed Trump would let his handpicked FBI director do his work unimpeded. Nearly 5 months later, Trump has not m… https://t.co/43Bf8yEtXD",Sat Dec 23 17:50:05 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Read the statement Vice provided to The New York Times in response to questions about its workplace culture and sex… https://t.co/cjapOmV6Iw,Sat Dec 23 17:35:03 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Brother Consolmagno's work is to convince the world that faith and science coexist and complement each other https://t.co/yKbXugRi2B,Sat Dec 23 17:25:03 +0000 2017,0.5859,0.231,0.0,0.769
@nytimes,"Breaking News: Groping, unwanted kisses, propositions for sex: At Vice, a hard-partying, boundary-pushing culture c… https://t.co/SfcCi6wtV4",Sat Dec 23 17:11:38 +0000 2017,0.34,0.181,0.104,0.714
@nytimes,"In 2017, we were confronted with the never-ending task of bearing witness. A look back at the year, in photos.… https://t.co/3ANZLGAixN",Sat Dec 23 17:10:10 +0000 2017,-0.2023,0.0,0.087,0.913
@nytimes,"For people who have been saying that Bitcoin is a bubble or even some sort of fraud, Friday’s jolt was a vindication https://t.co/GenyEFvgYM",Sat Dec 23 16:55:04 +0000 2017,-0.624,0.0,0.17,0.83
@nytimes,Asking price for the most expensive house in America? $500 million. https://t.co/TSpBiJzmVu,Sat Dec 23 16:40:33 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"The UN Security Council placed new sanctions on North Korea, choking off fuel supplies and ordering North Koreans w… https://t.co/Noh5aevQZU",Sat Dec 23 16:25:06 +0000 2017,-0.1531,0.103,0.128,0.769
@nytimes,He fights obesity in Malaysia. But his money comes from junk food makers. https://t.co/by9FNSjhjw,Sat Dec 23 16:10:03 +0000 2017,-0.4019,0.0,0.172,0.828
@nytimes,"Montreal officials tried to ban adoptions of new pit bulls, but a new administration quickly overturned the restric… https://t.co/MsaMGYMm8r",Sat Dec 23 15:55:06 +0000 2017,-0.3182,0.0,0.119,0.881
@nytimes,The Year in Pictures: See our editors’ choices for the most compelling images from 2017. To pause and look back is… https://t.co/Pl17UhI16l,Sat Dec 23 15:40:08 +0000 2017,0.2944,0.095,0.0,0.905
@nytimes,"From New England to Texas, real-life Grinches keep stealing holiday greenery https://t.co/4cS6c3rTjl",Sat Dec 23 15:25:07 +0000 2017,-0.25,0.165,0.226,0.61
@nytimes,What’s big and shiny and gold and features Donald Trump’s name splashed across the front? https://t.co/KCjo2GpLBI,Sat Dec 23 15:10:07 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Yemen’s War Enters a Dark Stage as Rebels Squeeze the Capital https://t.co/g81nx4P7FF,Sat Dec 23 14:55:50 +0000 2017,-0.6908,0.0,0.388,0.612
@nytimes,Your weekend playlist: The week's 10 most notable new songs https://t.co/a2XW1Yjh65,Sat Dec 23 14:55:07 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"Layoffs are stunning steelworkers who, just a year ago, greeted Trump’s election as a new dawn for their industry https://t.co/WyRdgYdvLp",Sat Dec 23 14:40:04 +0000 2017,0.5719,0.227,0.0,0.773
@nytimes,"Afghan Governor Refuses to Leave His Post, Escalating Showdown https://t.co/ieCapbtIF9",Sat Dec 23 14:36:13 +0000 2017,-0.0516,0.0,0.118,0.882
@nytimes,Trump's verbal assaults have put the new FBI director and his leadership team in a difficult position https://t.co/sXHrdox5yg,Sat Dec 23 14:10:10 +0000 2017,-0.7184,0.0,0.286,0.714
@nytimes,"Trump Gives Presidential Challenge Coin a Makeover, and It Shows https://t.co/6E8I8hGqWO",Sat Dec 23 14:06:44 +0000 2017,0.0772,0.126,0.0,0.874
@nytimes,Jeanine Pirro has lately emerged as a force in a right-wing media effort to undermine special counsel Robert Mueller https://t.co/AjCMRRvk7u,Sat Dec 23 13:40:01 +0000 2017,0.128,0.129,0.105,0.766
@nytimes,"WNYC's chief executive said she pushed growth at the cost of the station's culture, revealing a blind spot regardin… https://t.co/oS3H0SrNeJ",Sat Dec 23 13:25:06 +0000 2017,-0.0258,0.117,0.121,0.762
@nytimes,11 of Our Best Weekend Reads https://t.co/TQ3WDm3VFg,Sat Dec 23 13:23:37 +0000 2017,0.6369,0.412,0.0,0.588
@nytimes,"To Trump, the tax overhaul will make the U.S. a better place to do business. To the rest of the world, it could upe… https://t.co/7EACqEwQJR",Sat Dec 23 13:10:03 +0000 2017,0.4404,0.112,0.0,0.888
@nytimes,Sporting: Coaches Dream of Glory. I Root for That Dream. https://t.co/SlgLeuP27Z,Sat Dec 23 13:09:28 +0000 2017,0.7579,0.517,0.0,0.483
@nytimes,Just in case you can't find that old tape — or your VHS player https://t.co/QrnNCr4vzW,Sat Dec 23 12:47:17 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,The vivid tale of how two bodies were retrieved from near the summit of Mount Everest required networking in India… https://t.co/tc8SUulPe0,Sat Dec 23 12:31:11 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,The 54 best songs of 2017 https://t.co/xDNRh6hsI6,Sat Dec 23 12:12:50 +0000 2017,0.6369,0.412,0.0,0.588
@nytimes,The best TV shows of 2017 https://t.co/Vp8AwOXFh4,Sat Dec 23 11:54:57 +0000 2017,0.6369,0.412,0.0,0.588
@nytimes,Erdogan Trains His Broom on a Sweep of Turkey’s Governing Party https://t.co/XTkpq2YOBQ,Sat Dec 23 11:37:05 +0000 2017,0.4019,0.213,0.0,0.787
@nytimes,Weaving Around the World https://t.co/sMjZvk43gO,Sat Dec 23 11:34:17 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"In Bethlehem, a Mood of Hopeless Resignation Among Palestinians https://t.co/mpHoPe1Hzk",Sat Dec 23 11:31:08 +0000 2017,-0.6369,0.0,0.426,0.574
@nytimes,The best performances of 2017 https://t.co/VbHZ85Ne6R,Sat Dec 23 11:28:53 +0000 2017,0.6369,0.457,0.0,0.543
@nytimes,The Catalonia independence movement is not going away. Spain is staring at a long-term conflict in a deeply divided… https://t.co/Y2xf286kGq,Sat Dec 23 11:10:04 +0000 2017,-0.3182,0.0,0.119,0.881
@nytimes,"He was in prison for 26 years, and a chef for 24 of them. Now he's opening his own restaurant in Jersey City. https://t.co/o4bqCCLTj9",Sat Dec 23 10:47:09 +0000 2017,-0.5106,0.0,0.13,0.87
@nytimes,11 powerful women we met around the world in 2017 https://t.co/UfV2cyhfpW,Sat Dec 23 10:28:46 +0000 2017,0.4215,0.219,0.0,0.781
@nytimes,Tech Fix: The Biggest Tech Failures and Successes of 2017 https://t.co/NaIPP4SFCU,Sat Dec 23 10:10:18 +0000 2017,0.1531,0.231,0.192,0.577
@nytimes,5 cheap(ish) things that make great last-minute gifts https://t.co/DBR9iekUkn,Sat Dec 23 09:54:55 +0000 2017,0.6249,0.369,0.0,0.631
@nytimes,"Porch pirates are the scourge of the holiday season, swiping vulnerable packages left in plain sight. But there are… https://t.co/Uc4fRT7vzf",Sat Dec 23 09:36:05 +0000 2017,0.2023,0.119,0.084,0.796
@nytimes,How cuts in basic subway upkeep can (and did) make your commute miserable https://t.co/1hacDcp3fw,Sat Dec 23 09:17:31 +0000 2017,-0.6597,0.0,0.31,0.69
@nytimes,"After years out of the spotlight, Eminem returned with an album that revisits familiar topics and tropes https://t.co/oMaJ3IMMbg",Sat Dec 23 08:58:57 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,Tropical Storm in Philippines Kills Scores and Leaves Dozens Missing https://t.co/1zb38n5fcm,Sat Dec 23 08:39:51 +0000 2017,-0.6908,0.0,0.388,0.612
@nytimes,Oxford Dictionaries’ Word of the Year drew some bafflement and derision. We asked readers to do better. https://t.co/F3M3bPj3c2,Sat Dec 23 08:33:21 +0000 2017,0.1779,0.137,0.104,0.758
@nytimes,Researchers warn that a fungal disease could decimate snakes worldwide https://t.co/bh8mszjbsi,Sat Dec 23 08:15:44 +0000 2017,-0.1027,0.0,0.135,0.865
@nytimes,Playlist: The Playlist: Cardi B Isn’t Going Anywhere and 9 More New Songs https://t.co/ey3AyJ5gOg,Sat Dec 23 07:58:11 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,The best pop and jazz albums of 2017 https://t.co/Rn6e4Ntfrv,Sat Dec 23 07:44:44 +0000 2017,0.6369,0.344,0.0,0.656
@nytimes,The best movies of 2017 https://t.co/uTkqovM0Sf,Sat Dec 23 07:27:19 +0000 2017,0.6369,0.457,0.0,0.543
@nytimes,"With “Get Out,” @JordanPeele made a nightmare about white evil that doubles as a fairy tale about black unity… https://t.co/0R3JCcIcwE",Sat Dec 23 07:09:46 +0000 2017,-0.6597,0.0,0.206,0.794
@nytimes,Will the new tax plan affect your 2017 taxes? Just a small number of taxpayers will have to do some things differen… https://t.co/k0IxWEOfbR,Sat Dec 23 06:55:12 +0000 2017,0.0772,0.058,0.0,0.942
@nytimes,"He's 83. She's 80. They were traveling with 60 pounds of marijuana, which they said was intended for Christmas gift… https://t.co/bgvC9IXKtm",Sat Dec 23 06:36:57 +0000 2017,0.0,0.0,0.0,1.0
@nytimes,"Watch the regulars of Brooklyn Skate Club: “If you fall, people are there to help you. There’s no hate here.”… https://t.co/fwHNocc9J0",Sat Dec 23 06:18:56 +0000 2017,-0.4939,0.102,0.222,0.677
@nytimes,Monkey bread is perfect for a family or holiday brunch: It keeps people together at the table.… https://t.co/FZhZn6BER0,Sat Dec 23 06:01:06 +0000 2017,0.7506,0.299,0.0,0.701
@nytimes,"The best exercise for aging muscles https://t.co/KYTcS22nsZ

This was one of our most-read articles this year.",Sat Dec 23 05:43:03 +0000 2017,0.6369,0.219,0.0,0.781
@nytimes,"Opinion: ""It’s simply wrong to think that red-state voters won’t back protections for victims of domestic violence"" https://t.co/4zJmMT9wm2",Sat Dec 23 05:25:03 +0000 2017,-0.8591,0.0,0.388,0.612
